name; nat_dex_id; type1; type2; egg_group1; egg_group2; height; weight; male_ratio; classification; capture_rate; egg_steps; exp_growth; ev; color; sz_flee_rate; ability; base_happiness; base_atk; base_def; base_spatk; base_spdef; base_speed; base_hp; damage_normal; damage_fire; damage_water; damage_grass; damage_electric; damage_ice; damage_fighting; damage_poison; damage_ground; damage_flying; damage_psychic; damage_bug; damage_rock; damage_ghost; damage_dragon; damage_dark; damage_steel; dex_entry_diamond; dex_entry_pearl; dex_entry_platinum; dex_entry_HG; dex_entry_SS; 
Hariyama; 297; Fighting; None; HumanShape; HumanShape; 2.3; 253.8; 75.0; Arm Thrust Pokémon; 200; 5120; 1640000; 2 HP Point(s); Brown; 0; Thick Fat; 70; 204 - 251; 398 - 492; 204 - 251; 398 - 492; 204 - 251; 144; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 2.0; 0.5; 0.5; 1.0; 1.0; 0.5; 1.0; It loves to match power with big-bodied Pokmon. It can knock a truck flying with its arm thrusts.; It loves to match power with big-bodied Pokmon. It can knock a truck flying with its arm thrusts.; It loves to match power with big-bodied Pokmon. It can knock a truck flying with its arm thrusts.; It loves challenging others to tests of strength. It has the power to stop a train with a slap.; It loves challenging others to tests of strength. It has the power to stop a train with a slap.; 
Azurill; 298; Normal; Fairy; None; None; 0.2; 2.0; 25.0; Polka Dot Pokémon; 150; 2560; 800000; 1 HP Point(s); Blue; 120; Thick Fat; 70; 110 - 157; 210 - 304; 110 - 157; 210 - 304; 110 - 157; 50; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; A Pokmon that lives by water. It moves quickly on land by bouncing on its big tail.; Its tail is filled with nutrients necessary for growth. It plays by bouncing on its tail.; Its tail bounces like a rubber ball. It flings that tail around to fight opponents bigger than itself.; Its tail is packed full of the nutrients it needs to grow.; Its tail is packed full of the nutrients it needs to grow.; 
Nosepass; 299; Rock; None; Mineral; Mineral; 1.0; 97.0; 50.0; Compass Pokémon; 255; 5120; 1000000; 1 Defense Point(s); Gray; 60; Sturdy; 70; 90 - 137; 170 - 264; 90 - 137; 170 - 264; 90 - 137; 30; 0.5; 0.5; 2.0; 2.0; 1.0; 1.0; 2.0; 0.5; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; Its nose is a magnet. As a result, this Pokmon always keeps its face pointing north.; Its nose is a magnet. As a result, this Pokmon always keeps its face pointing north.; When endangered, it may protect itself by raising its magnetism and drawing iron objects to its body.; If two of these meet, they cannot get too close because their noses repel each other.; If two of these meet, they cannot get too close because their noses repel each other.; 
Skitty; 300; Normal; None; Ground; Fairy; 0.6; 11.0; 25.0; Kitten Pokémon; 255; 3840; 800000; 1 Speed Point(s); Pink; 0; Cute Charm; 70; 110 - 157; 210 - 304; 110 - 157; 210 - 304; 110 - 157; 50; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; It cant stop itself from chasing moving things, and it runs in a circle, chasing its own tail.; It cant stop itself from chasing moving things, and it runs in a circle, chasing its own tail.; It cant stop itself from chasing moving things, and it runs in a circle, chasing its own tail.; Its adorable when it chases its own tail. Its difficult to earn its trust.; Its adorable when it chases its own tail. Its difficult to earn its trust.; 
Delcatty; 301; Normal; None; Ground; Fairy; 1.1; 32.6; 25.0; Prim Pokémon; 60; 3840; 800000; 1 HP Point(s) 1 Speed Point(s); Purple; 0; Cute Charm; 70; 130 - 177; 250 - 344; 130 - 177; 250 - 344; 130 - 177; 70; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; It is highly popular among female Trainers for its sublime fur. It does not keep a nest.; It is highly popular among female Trainers for its sublime fur. It does not keep a nest.; It is highly popular among female Trainers for its sublime fur. It does not keep a nest.; It dislikes dirty places. It often searches for a comfortable place in which to groom itself.; It dislikes dirty places. It often searches for a comfortable place in which to groom itself.; 
Sableye; 302; Dark; Ghost; HumanShape; HumanShape; 0.5; 161.0; 50.0; Darkness Pokémon; 45; 6400; 1059860; 1 Attack Point(s) 1 Defense Point(s); Purple; 0; Keen Eye; 35; 110 - 157; 210 - 304; 110 - 157; 210 - 304; 110 - 157; 50; 0.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 0.5; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; It hides in the darkness of caves. Its diet of gems has transformed its eyes into gemstones.; It hides in the darkness of caves. Its diet of gems has transformed its eyes into gemstones.; It hides in the darkness of caves. Its diet of gems has transformed its eyes into gemstones.; It dwells in the darkness of caves. It uses its sharp claws to dig up gems to nourish itself.; It dwells in the darkness of caves. It uses its sharp claws to dig up gems to nourish itself.; 
Mawile; 303; Steel; Fairy; Ground; Fairy; 1.0; 23.5; 50.0; Deceiver Pokémon; 45; 5120; 800000; 1 Attack Point(s) 1 Defense Point(s); Black; 0; Hyper Cutter; 70; 110 - 157; 210 - 304; 110 - 157; 210 - 304; 110 - 157; 50; 0.5; 2.0; 1.0; 0.5; 1.0; 0.5; 2.0; 0.0; 2.0; 0.5; 0.5; 0.5; 0.5; 0.5; 0.5; 0.5; 0.5; Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.; Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.; Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.; It chomps with its gaping mouth. Its huge jaws are actually steel horns that have been transformed.; It chomps with its gaping mouth. Its huge jaws are actually steel horns that have been transformed.; 
Aron; 304; Steel; Rock; Monster; Monster; 0.4; 60.0; 50.0; Iron Armor Pokémon; 180; 8960; 1250000; 1 Defense Point(s); Gray; 90; Sturdy; 35; 110 - 157; 210 - 304; 110 - 157; 210 - 304; 110 - 157; 50; 0.25; 1.0; 2.0; 1.0; 1.0; 0.5; 4.0; 0.0; 4.0; 0.25; 0.5; 0.5; 0.5; 0.5; 0.5; 0.5; 1.0; It usually lives deep in mountains. However, hunger may drive it to eat railroad tracks and cars.; It usually lives deep in mountains. However, hunger may drive it to eat railroad tracks and cars.; It usually lives deep in mountains. However, hunger may drive it to eat railroad tracks and cars.; When it evolves, it sheds the steel carapace that covered its whole body and develops a new one.; When it evolves, it sheds the steel carapace that covered its whole body and develops a new one.; 
Lairon; 305; Steel; Rock; Monster; Monster; 0.9; 120.0; 50.0; Iron Armor Pokémon; 90; 8960; 1250000; 2 Defense Point(s); Gray; 60; Sturdy; 35; 120 - 167; 230 - 324; 120 - 167; 230 - 324; 120 - 167; 60; 0.25; 1.0; 2.0; 1.0; 1.0; 0.5; 4.0; 0.0; 4.0; 0.25; 0.5; 0.5; 0.5; 0.5; 0.5; 0.5; 1.0; For food, it digs up iron ore. It smashes its steely body against others to fight over territory.; For food, it digs up iron ore. It smashes its steely body against others to fight over territory.; For food, it digs up iron ore. It smashes its steely body against others to fight over territory.; It loves iron ore. Groups of them fight for territory by bashing one another with their steel bodies.; It loves iron ore. Groups of them fight for territory by bashing one another with their steel bodies.; 
Aggron; 306; Steel; None; Monster; Monster; 2.2; 395.0; 50.0; Iron Armor Pokémon; 45; 8960; 1250000; 3 Defense Point(s); Gray; 0; Sturdy; 35; 130 - 177; 250 - 344; 130 - 177; 250 - 344; 130 - 177; 70; 0.25; 1.0; 2.0; 1.0; 1.0; 0.5; 4.0; 0.0; 4.0; 0.25; 0.5; 0.5; 0.5; 0.5; 0.5; 0.5; 1.0; While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns.; While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns.; While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns.; You can tell its age by the length of its iron horns. It claims an entire mountain as its territory.; You can tell its age by the length of its iron horns. It claims an entire mountain as its territory.; 
Meditite; 307; Fighting; Psychic; HumanShape; HumanShape; 0.6; 11.2; 50.0; Meditate Pokémon; 180; 5120; 1000000; 1 Speed Point(s); Blue; 90; Pure Power; 70; 90 - 137; 170 - 264; 90 - 137; 170 - 264; 90 - 137; 30; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 2.0; 1.0; 1.0; 0.5; 2.0; 1.0; 1.0; 1.0; It eats just one berry a day. By enduring hunger, its spirit is tempered and made sharper.; It never misses its daily yoga workouts, and it heightens its spiritual power through meditation.; It always trains deep in mountains. It levitates when it heightens its spiritual power through meditation.; It meditates to heighten its inner energy and to float in the air. It eats one berry a day.; It meditates to heighten its inner energy and to float in the air. It eats one berry a day.; 
Medicham; 308; Fighting; Psychic; HumanShape; HumanShape; 1.3; 31.5; 50.0; Meditate Pokémon; 90; 5120; 1000000; 2 Speed Point(s); Red; 60; Pure Power; 70; 120 - 167; 230 - 324; 120 - 167; 230 - 324; 120 - 167; 60; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 2.0; 1.0; 1.0; 0.5; 2.0; 1.0; 1.0; 1.0; Through yoga training, it has honed its sixth sense. Its movements are elegant.; Through daily meditation, it hones its spiritual power. It can sense what others are thinking.; It gains the ability to see the aura of its opponents by honing its mind through starvation.; Through yoga training, it gained the psychic power to predict its foes next move.; Through yoga training, it gained the psychic power to predict its foes next move.; 
Electrike; 309; Electric; None; Ground; Ground; 0.6; 15.2; 50.0; Lightning Pokémon; 120; 5120; 1250000; 1 Speed Point(s); Green; 120; Static; 70; 100 - 147; 190 - 284; 100 - 147; 190 - 284; 100 - 147; 40; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; Using electricity stored in its fur, it stimulates its muscles to heighten its reaction speed.; Using electricity stored in its fur, it stimulates its muscles to heighten its reaction speed.; Using electricity stored in its fur, it stimulates its muscles to heighten its reaction speed.; It stores electricity in its fur. It gives off sparks from all over its body in seasons when the air is dry.; It stores electricity in its fur. It gives off sparks from all over its body in seasons when the air is dry.; 
Manectric; 310; Electric; None; Ground; Ground; 1.8; 44.0; 50.0; Discharge Pokémon; 45; 5120; 1250000; 2 Speed Point(s); Yellow; 90; Static; 70; 130 - 177; 250 - 344; 130 - 177; 250 - 344; 130 - 177; 70; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.; It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.; It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.; Its nest can be found where a thunderbolt hits. It is discharging electricity from its mane.; Its nest can be found where a thunderbolt hits. It is discharging electricity from its mane.; 
Plusle; 311; Electric; None; Fairy; Fairy; 0.4; 4.2; 50.0; Cheering Pokémon; 200; 5120; 1000000; 1 Speed Point(s); Yellow; 0; Plus; 70; 120 - 167; 230 - 324; 120 - 167; 230 - 324; 120 - 167; 60; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; It cheers on friends with pom-poms made of sparks. It drains power from telephone poles.; It cheers on friends with pom-poms made of sparks. It drains power from telephone poles.; It cheers on friends with pom-poms made of sparks. It drains power from telephone poles.; It absorbs electricity from telephone poles. It shorts out its body to create crackling noises.; It absorbs electricity from telephone poles. It shorts out its body to create crackling noises.; 
Minun; 312; Electric; None; Fairy; Fairy; 0.4; 4.2; 50.0; Cheering Pokémon; 200; 5120; 1000000; 1 Speed Point(s); Yellow; 0; Minus; 70; 120 - 167; 230 - 324; 120 - 167; 230 - 324; 120 - 167; 60; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; It cheers on friends. If its friends are losing, its body lets off more and more sparks.; It cheers on friends. If its friends are losing, its body lets off more and more sparks.; It cheers on friends. If its friends are losing, its body lets off more and more sparks.; Exposure to electricity from MINUN and PLUSLE promotes blood circulation and relaxes muscles.; Exposure to electricity from MINUN and PLUSLE promotes blood circulation and relaxes muscles.; 
Volbeat; 313; Bug; None; Bug; HumanShape; 0.7; 17.7; 100.0; Firefly Pokémon; 150; 3840; 600000; 1 Speed Point(s); Gray; 90; Illuminate; 70; 125 - 172; 240 - 334; 125 - 172; 240 - 334; 125 - 172; 65; 1.0; 2.0; 1.0; 0.5; 1.0; 1.0; 0.5; 1.0; 0.5; 2.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; It communicates with others by lighting up its rear at night. It loves ILLUMISEs sweet aroma.; It communicates with others by lighting up its rear at night. It loves ILLUMISEs sweet aroma.; It communicates with others by lighting up its rear at night. It loves ILLUMISEs sweet aroma.; It emits light from its tail to communicate. It loves the sweet aroma given off by ILLUMISE.; It emits light from its tail to communicate. It loves the sweet aroma given off by ILLUMISE.; 
Illumise; 314; Bug; None; Bug; HumanShape; 0.6; 17.7; 0.0; Firefly Pokémon; 150; 3840; 1640000; 1 Speed Point(s); Purple; 90; Oblivious; 70; 125 - 172; 240 - 334; 125 - 172; 240 - 334; 125 - 172; 65; 1.0; 2.0; 1.0; 0.5; 1.0; 1.0; 0.5; 1.0; 0.5; 2.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; With its sweet aroma, it guides VOLBEAT to draw signs with light in the night sky.; With its sweet aroma, it guides VOLBEAT to draw signs with light in the night sky.; With its sweet aroma, it guides VOLBEAT to draw signs with light in the night sky.; Its fragrance attracts a swarm of VOLBEAT, so they draw over 200 patterns in the night sky.; Its fragrance attracts a swarm of VOLBEAT, so they draw over 200 patterns in the night sky.; 
Roselia; 315; Grass; Poison; Fairy; Plant; 0.3; 2.0; 50.0; Thorn Pokémon; 150; 5120; 1059860; 2 Sp. Attack Point(s); Green; 60; Natural Cure; 70; 110 - 157; 210 - 304; 110 - 157; 210 - 304; 110 - 157; 50; 1.0; 2.0; 0.5; 0.25; 0.5; 2.0; 0.5; 1.0; 1.0; 2.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; ROSELIA raised on clean drinking water are known to grow vividly colored flowers.; The beautiful flowers on its arms have toxic thorns. Dont even think about picking those flowers.; The more healthy the ROSELIA, the more pleasant its flowersf aroma. Its scent deeply relaxes people.; ROSELIA that drink nutritionally rich springwater are said to reveal rare coloration when they bloom.; ROSELIA that drink nutritionally rich springwater are said to reveal rare coloration when they bloom.; 
Gulpin; 316; Poison; None; Indeterminate; Indeterminate; 0.4; 10.3; 50.0; Stomach Pokémon; 225; 5120; 1640000; 1 HP Point(s); Green; 120; Liquid Ooze; 70; 130 - 177; 250 - 344; 130 - 177; 250 - 344; 130 - 177; 70; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 0.5; 0.5; 2.0; 1.0; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; Almost all its body is its stomach. Its harsh digestive juices quickly dissolve anything it swallows.; Almost all its body is its stomach. Its harsh digestive juices quickly dissolve anything it swallows.; Almost all its body is its stomach. Its harsh digestive juices quickly dissolve anything it swallows.; It has a small heart and brain. Its stomach comprises most of its body, with enzymes to dissolve anything.; It has a small heart and brain. Its stomach comprises most of its body, with enzymes to dissolve anything.; 
Swalot; 317; Poison; None; Indeterminate; Indeterminate; 1.7; 80.0; 50.0; Poison Bag Pokémon; 75; 5120; 1640000; 2 HP Point(s); Purple; 0; Liquid Ooze; 70; 160 - 207; 310 - 404; 160 - 207; 310 - 404; 160 - 207; 100; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 0.5; 0.5; 2.0; 1.0; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; It swallows anything whole. It sweats toxic fluids from its follicles to douse foes.; It swallows anything whole. It sweats toxic fluids from its follicles to douse foes.; It swallows anything whole. It sweats toxic fluids from its follicles to douse foes.; It gulps anything that fits in its mouth. Its special enzymes can dissolve anything.; It gulps anything that fits in its mouth. Its special enzymes can dissolve anything.; 
Carvanha; 318; Water; Dark; Water 2; Water 2; 0.8; 20.8; 50.0; Savage Pokémon; 225; 5120; 1250000; 1 Attack Point(s); Red; 90; Rough Skin; 35; 105 - 152; 200 - 294; 105 - 152; 200 - 294; 105 - 152; 45; 1.0; 0.5; 0.5; 2.0; 2.0; 0.5; 2.0; 1.0; 1.0; 1.0; 0.0; 2.0; 1.0; 0.5; 1.0; 0.5; 0.5; They swarm any foe that invades their territory. Their sharp fangs can tear out boat hulls.; They swarm any foe that invades their territory. Their sharp fangs can tear out boat hulls.; They swarm any foe that invades their territory. Their sharp fangs can tear out boat hulls.; They form packs to attack boats and rip out their hulls to sink them. They live in rivers in the jungle.; They form packs to attack boats and rip out their hulls to sink them. They live in rivers in the jungle.; 
Sharpedo; 319; Water; Dark; Water 2; Water 2; 2.5; 130.3; 50.0; Brutal Pokémon; 60; 5120; 1250000; 2 Attack Point(s); Blue; 0; Rough Skin; 35; 130 - 177; 250 - 344; 130 - 177; 250 - 344; 130 - 177; 70; 1.0; 0.5; 0.5; 2.0; 2.0; 0.5; 2.0; 1.0; 1.0; 1.0; 0.0; 2.0; 1.0; 0.5; 1.0; 0.5; 0.5; Its fangs rip through sheet iron. It swims at 75 mph and is known as The Bully of the Sea.; Its fangs rip through sheet iron. It swims at 75 mph and is known as The Bully of the Sea.; Its fangs rip through sheet iron. It swims at 75 mph and is known as gThe Bully of the Sea.h; It can swim at speeds of 75 mph by jetting seawater through its body. It is the bandit of the sea.; It can swim at speeds of 75 mph by jetting seawater through its body. It is the bandit of the sea.; 
Wailmer; 320; Water; None; Ground; Water 2; 2.0; 130.0; 50.0; Ball Whale Pokémon; 125; 10240; 1640000; 1 HP Point(s); Blue; 0; Water Veil; 70; 190 - 237; 370 - 464; 190 - 237; 370 - 464; 190 - 237; 130; 1.0; 0.5; 0.5; 2.0; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; On sunny days, it lands on beaches to bounce like a ball and play. It spouts water from its nose.; On sunny days, it lands on beaches to bounce like a ball and play. It spouts water from its nose.; On sunny days, it lands on beaches to bounce like a ball and play. It spouts water from its nose.; It bounces playfully like a ball. The more seawater it swallows, the higher it bounces.; It bounces playfully like a ball. The more seawater it swallows, the higher it bounces.; 
